Código de Barras,Tipo de Produto,Descrição,Preço de Custo,Preço Venda Varejo,Preço Venda Atacado,Quantidade Mínima Atacado,Unidade,Ativo,Categoria do Produto,Subcategoria do Produto,Movimenta Estoque,Estoque mínimo,Quantidade em Estoque,Marca,Modelo,Código Balança,Código Interno,Tags,Tipo,NCM,CFOP,Origem,CEST,Categoria PDV,Botão PDV,Categoria na Loja Virtual,Subcategoria na Loja Virtual,Nome na Loja Virtual,Preço De,Preço Por,Altura (cm),Largura (cm),Profundidade (cm),Peso (Kg),Descrição do Produto,Garantia,Itens Inclusos,Especificações
7896004712420,Produto,PROPIONATO DE CLOBETASOL CREME 30G GERMED,"6,13","14,8",0,0,Unidade,Sim,,,Não,0,0,GERMED,,,,,Mercadoria para Revenda,30049099,,NACIONAL,1300100,,,,,PROPIONATO DE CLOBETASOL CREME 30G GERMED,0,"14,8",0,0,0,0,,,,
7896004709413,Produto,CETOCONAZOL+BETAMET+NEOM CRE 30G GERMED,"5,9","11,8",0,0,Unidade,Sim,,,Não,0,0,GERMED,,,,,Mercadoria para Revenda,30049077,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896004708539,Produto,LOSARTANA- 50MG X 30 COMPRIMIDOS germed,"3,1",7,0,0,Unidade,Sim,,,Não,0,0,GERMED,,,,,Mercadoria para Revenda,30049099,,NACIONAL,1300100,,,,,LOSARTANA- 50MG X 30 COMPRIMIDOS germed,0,0,0,0,0,0,,,,
7896641802843,Produto,NENE DENTE LIQUIDO,"7,11","9,47",0,0,Unidade,Sim,,,Não,0,0,TAKEDA PHARMA,,,,,Mercadoria para Revenda,30049099,,NACIONAL,,,,,,,0,0,0,0,0,0,,,,
7896094912977,Produto,estomazil abacaxi 5g,"1,57","2,65",0,0,Unidade,Sim,,,Não,0,0,COSMED,,,,,Mercadoria para Revenda,30049099,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7891317478810,Produto,DICLO.BETAISTINA 24MG 30 EF,"9,68","19,9",0,0,Unidade,Sim,,,Não,0,0,EUROFARMA,,,,,,30049069,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7891058489038,Produto,NOVALGINA 20ML GOTAS AVENTIS,"9,42","19,19",0,0,Unidade,Sim,,,Não,0,0,SANOFI,,,,,,30049069,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7898148299317,Produto,GEN ACICLOVIR 50MG C/10GR PRATI,"5,31","8,5",0,0,Unidade,Sim,,,Não,0,0,PRATI,,,,,,30049069,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7899095220805,Produto,PANTODEX - 50MG POM DERM BG 30G,"6,35",13,0,0,Unidade,Sim,,,Não,0,0,GEOLAB,,,,,Mercadoria para Revenda,30045090,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896112164890,Produto,TEUPANTOL 50MG POM 30G ( DEXPA,"7,17",15,0,0,Unidade,Sim,,,Não,0,0,TEUTO,,,,,Mercadoria para Revenda,30049099,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7898216360123,Produto,AZITROPHAR 500MG 3CP,"4,72",10,0,0,Unidade,Sim,,,Não,0,0,PHARLAB,,,,,,30042099,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
288963147,Produto,ocylin 500mg c/15 cpr,"4,58",10,0,0,Unidade,Sim,,,Não,0,0,MULTILAB,,,,,Mercadoria para Revenda,30041012,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896004707990,Produto,PREDNISONA - 20MG X 10 COMPRIMIDOS GERMED,"4,46","7,5",0,0,Unidade,Sim,,,Não,0,0,GERMED,,,,,Mercadoria para Revenda,30043210,,NACIONAL,1300100,,,,,PREDNISONA - 20MG X 10 COMPRIMIDOS GERMED,0,0,0,0,0,0,,,,
7896004710686,Produto,MELOXICAM - 15MG X 10 COMPRIMIDOS,"2,03","6,5",0,0,Unidade,Sim,,,Não,0,0,GERMED,,,,,Mercadoria para Revenda,30049099,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896004709031,Produto,ATENOLOL 50MG 30CP GERMED,"2,97","4,5",0,0,Unidade,Sim,,,Não,0,0,GERMED,,,,,Mercadoria para Revenda,30049042,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7899547507393,Produto,METRONIDAZOL GEL VG 50G+10 APL / GEN METRONIDAZOL,"9,73",18,0,0,Unidade,Sim,,,Não,0,0,PRATI,,,,,Mercadoria para Revenda,30049066,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7899547501483,Produto,+ AZITROMICINA 600MG SUS PL 15ML+DIL / GEN AZITROMICINA DIIDRATADA,"13,53",23,0,0,Unidade,Sim,,,Não,0,0,PRATI,,,,,Mercadoria para Revenda,30042029,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7899547504712,Produto,sulfametazol+trimetropina c/20 cpr  prati,"4,99","16,8",0,0,Unidade,Sim,,,Não,0,0,PRATI,,,,,Mercadoria para Revenda,30049072,,NACIONAL,1300100,,,,,,0,"16,8",0,0,0,0,,,,
7898148307036,Produto,LOSARTANA POTASSICA - 100MG CX 100 COMP REV EMB FRAC,"1,48",3,0,0,Unidade,Sim,,,Não,0,0,PRATI,,,,,Mercadoria para Revenda,30049069,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7899547502763,Produto,captopril 25mg c/10 cpr prati,"0,44",1,0,0,Unidade,Sim,,,Não,0,0,PRATI,,,,,Mercadoria para Revenda,30049069,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896523202556,Produto,CICONAZOL LOCAO 30ML - CIMED,"4,28","10,9",0,0,Unidade,Sim,,,Não,0,0,CIMED,,,,,Mercadoria para Revenda,30049099,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896226500416,Produto,BACTRIM COMPR,"17,6","25,3",0,0,Unidade,Sim,,,Não,0,0,roche,,,,,Mercadoria para Revenda,30049079,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896015518875,Produto,AVAMYS SPRAY NASAL 27.5MG C/120 DOSES,"53,84","71,7",0,0,Unidade,Sim,,,Não,0,0,GLAXO,,,,,Mercadoria para Revenda,30049059,,NACIONAL,1300100,,,,,,0,"71,7",0,0,0,0,,,,
7898040321505,Produto,ANNITA SUSPENSAO 100ML,"50,47","67,24",0,0,Unidade,Sim,,,Não,0,0,FQM,,,,,Mercadoria para Revenda,30049099,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896006238553,Produto,DCAL 600MG D3 REV C/60 CP (-),"14,99","33,6",0,0,Unidade,Sim,,,Não,0,0,UNIÃO QUÍMICA,,,,,Mercadoria para Revenda,21069030,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896006229964,Produto,BIO C 1G C/10 CPR EFERVESCENTE,4,"6,8",0,0,Unidade,Sim,,,Não,0,0,UNIÃO QUÍMICA,,,,,Mercadoria para Revenda,30045090,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896714215976,Produto,CIPROFIBRATO 100MG 30CPR. GEN. NQ,"15,27","35,5",0,0,Unidade,Sim,,,Não,0,0,NEO QUIMICA,,,,,Mercadoria para Revenda,30049099,,NACIONAL,1300100,,,,,CIPROFIBRATO 100MG 30CPR. GEN. NQ,0,0,0,0,0,0,,,,
7897316804810,Produto,FRESH TEARS SOLUCAO OFTALMICA 10ML,"29,08","38,74",0,0,Unidade,Sim,,,Não,0,0,ALLERGAN,,,,,Mercadoria para Revenda,30049099,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896006272724,Produto,NASALIV CER 60ML      UQ,"6,82","10,8",0,0,Unidade,Sim,,,Não,0,0,UNIÃO QUÍMICA,,,,,Mercadoria para Revenda,30049045,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7899640803521,Produto,PERMESE SUSP INJ 5/2MG/ML              LP:I,"14,74","20,37",0,0,Unidade,Sim,,,Não,0,0,MOMENTA,,,,,Mercadoria para Revenda,30043999,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
650240012747,Produto,ASEPXIA SAB.NATURAL 85GR,"6,72","6,85",0,0,Unidade,Sim,,,Não,0,0,GENOMMALAB,,,,,Mercadoria para Revenda,34011190,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7898048693147,Produto,omega 3 c/60 cpr lapon,"10,5","16,8",0,0,Unidade,Sim,,,Não,0,0,LAPON,,,,,Mercadoria para Revenda,21069030,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7899095233027,Produto,ACEBROFILINA - xpe fr 120ml adu geolab,"6,6","17,85",0,0,Unidade,Sim,,,Não,0,0,GEOLAB,,,,,Mercadoria para Revenda,30049039,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7899095233034,Produto,ACEBROFILINA - xpe fr 120ml ped geolab,"5,98","12,8",0,0,Unidade,Sim,,,Não,0,0,GEOLAB,,,,,Mercadoria para Revenda,30049039,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7898049797325,Produto,NIMELIT 50MG/ML GTS. C/15ML,"2,44",5,0,0,Unidade,Sim,,,Não,0,0,VITAMEDIC,,,,,Mercadoria para Revenda,30049079,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7898100242955,Produto,"GLICEL - 2,254G CX 6 SUP ADU","0,86","1,8",0,0,Unidade,Sim,,,Não,0,0,BRASTERÁPICA,,,,,Mercadoria para Revenda,30039099,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
78902312,Produto,Repelente de Insetos Líquido 100ml - Repelex,"9,94",15,0,0,Unidade,Sim,,,Não,0,0,JOHNSON,,,,,Mercadoria para Revenda,38089199,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7891035911736,Produto,SUPER REPELEX ACTIVE 100ML,"10,4",15,0,0,Unidade,Sim,,,Não,0,0,JOHNSON,,,,,Mercadoria para Revenda,38089199,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7891317006570,Produto,SIMECO-PLUS SUSPENSAO,"30,91","38,24",0,0,Unidade,Sim,,,Não,0,0,SUPERA,,,,,Mercadoria para Revenda,30049099,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7893454213118,Produto,ENDROSTAN C/4 COMP.,"2,45","8,5",0,0,Unidade,Sim,,,Não,0,0,DELTA,,,,,Mercadoria para Revenda,30049099,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896004817576,Produto,BALSAMO BENGUE GEL 20G,"14,59","20,08",0,0,Unidade,Sim,,,Não,0,0,EMS,,,,,Mercadoria para Revenda,30049024,,NACIONAL,1300100,,,,,,0,"20,08",0,0,0,0,,,,
8523697412,Produto,"PRESSAT 2,5 C/60 CPR","52,5","72,58",0,0,Unidade,Sim,,,Não,0,0,BIOLAB,,,,,Mercadoria para Revenda,30049069,,NACIONAL,1300100,,,,,,0,"72,58",0,0,0,0,,,,
7896472502936,Produto,MENOCOL 40MG C/30 COMP.,"5,38","16,5",0,0,Unidade,Sim,,,Não,0,0,,,,,,,30049099,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896004814162,Produto,BASTONETES TOPZ C/75UND,"1,8","2,2",0,0,Unidade,Sim,,,Não,0,0,CREMER,,,,,Mercadoria para Revenda,56012190,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7898277712688,Produto,CASTANHA DA INDIA CR 60G (A37 -),7,"19,9",0,0,Unidade,Sim,,,Não,0,0,ARTE NATIVA,,,,,Mercadoria para Revenda,33049990,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7897930761414,Produto,EPIDUO GEL 30GR,"87,04","91,2",0,0,Unidade,Sim,,,Não,0,0,galderma,,,,,Mercadoria para Revenda,30049029,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7898956544111,Produto,REGENESIS CPS 1X30-OUTROS,"71,84","107,7",0,0,Unidade,Sim,,,Não,0,0,exeltis,,,,,Mercadoria para Revenda,21069030,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896317910308,Produto,DPREV 7000 UI C/ 8 COMP REVEST,"16,48","27,37",0,0,Unidade,Sim,,,Não,0,0,MYRALIS,,,,,Mercadoria para Revenda,30039099,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896658018992,Produto,esalerg 5mg c/10 cpr,"31,87","42,46",0,0,Unidade,Sim,,,Não,0,0,ACHE,,,,,Mercadoria para Revenda,30049099,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7897473205246,Produto,CELAMINA - ZINCO SHAMPOO FR 150ML,"63,21","93,34",0,0,Unidade,Sim,,,Não,0,0,pharmacist,,,,,Mercadoria para Revenda,33051000,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896026301374,Produto,BISOLVON XAROPE INFANTIL,"14,51","19,32",0,0,Unidade,Sim,,,Não,0,0,BOEHRINGER INGELHEIM,,,,,Mercadoria para Revenda,30049039,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7899470803975,Produto,"VARIVAX 300MG 30CPR  *(1,2)","13,47","27,9",0,0,Unidade,Sim,,,Não,0,0,NATULAB,,,,,Mercadoria para Revenda,30049099,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7899095240162,Produto,OMENAX 20MG C/14 CPR,"1,45",5,0,0,Unidade,Sim,,,Não,0,0,GEOLAB,,,,,Mercadoria para Revenda,30049067,,NACIONAL,1300100,,,,,OMENAX 20MG C/14 CPR,0,5,0,0,0,0,,,,
7899095201316,Produto,POLTAX - 50MG CX 20 COMP REV,"2,08",3,0,0,Unidade,Sim,,,Não,0,0,GEOLAB,,,,,Mercadoria para Revenda,30049037,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7899095254398,Produto,ATORVASTANTINA 20MG C/30 CPR GEOLAB,"13,42","29,8",0,0,Unidade,Sim,,,Não,0,0,GEOLAB,,,,,Mercadoria para Revenda,30049069,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896902234093,Produto,FARMAIODINE IODOPOLVIDONA 100ML,"4,91","7,8",0,0,Unidade,Sim,,,Não,0,0,FARMAX,,,,,Mercadoria para Revenda,30049099,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896714224459,Produto,"COLIRIO NEO BRASIL - 0,15+0,30MG/ML SOL OFT FR X 20ML","3,87","7,7",0,0,Unidade,Sim,,,Não,0,0,NEO QUIMICA,,,,,Mercadoria para Revenda,30049099,,,1300100,,,,,,0,0,0,0,0,0,,,,
7899095220928,Produto,"COLIRIO GEOLAB - 0,15+0,3MG/ML SOL OFT FR 20ML","2,88","7,7",0,0,Unidade,Sim,,,Não,0,0,GEOLAB,,,,,Mercadoria para Revenda,30049069,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896004715285,Produto,ACETILCISTEINA - 20mg xpe fr 120ml inf (ACETILCISTEINA),"6,21","11,5",0,0,Unidade,Sim,,,Não,0,0,GERMED,,,,,Mercadoria para Revenda,30049099,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,ACETILCISTEINA - 20mg xpe fr 120ml inf (ACETILCISTEINA),,,
7896004709369,Produto,RANITIDINA 150MG 20CP GERMED,"5,48",12,0,0,Unidade,Sim,,,Não,0,0,GERMED,,,,,Mercadoria para Revenda,30049059,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896004729473,Produto,ATORVASTATINA - 20MG 3 BLISTERS X 10 COMPRIMIDOS,"11,04",25,0,0,Unidade,Sim,,,Não,0,0,GERMED,,,,,Mercadoria para Revenda,30049069,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7898148296491,Produto,FOSFATO SODICO DE PREDNISOLONA - 3MG/ML SOL OR FR 120ML+SER DOS,"10,76","22,9",0,0,Unidade,Sim,,,Não,0,0,PRATI,,,,,Mercadoria para Revenda,30043999,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7895296092111,Produto,"CARVEDILOL 6,25MG C/30 CP GEN (+) NOVA","6,18",12,0,0,Unidade,Sim,,,Não,0,0,NOVAQUÍMICA,,,,,Mercadoria para Revenda,30049099,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7897316801291,Produto,CLARVISOL COLIRIO,"20,19","25,78",0,0,Unidade,Sim,,,Não,0,0,ALLERGAN,,,,,Mercadoria para Revenda,30049099,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7898158690395,Produto,PEDIDERM LOCAO C/100 ML.,"7,28","12,9",0,0,Unidade,Sim,,,Não,0,0,,,,,,Mercadoria para Revenda,30049099,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7891142142221,Produto,DIPROSALIC SOLUCAO,"29,26","38,98",0,0,Unidade,Sim,,,Não,0,0,MANTECORP,,,,,Mercadoria para Revenda,30043939,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896181907077,Produto,"MALEATO DE TIMOLOL - 0,5% 5ML SOLUÇAO OFTAL","2,78","8,8",0,0,Unidade,Sim,,,Não,0,0,,,,,,Mercadoria para Revenda,30049079,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896422507943,Produto,GEN CLOR METFORMINA 500MG C/30 MEDLEY,"1,71","5,5",0,0,Unidade,Sim,,,Não,0,0,MEDLEY,,,,,Mercadoria para Revenda,30039059,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7895296087131,Produto,ATORVASTATINA CÃLCICA 40 MG 30 COMPRIMIDOS NOVAQUÃMICA GENÃ‰RICO,"19,15","42,8",0,0,Unidade,Sim,,,Não,0,0,NOVAQUÍMICA,,,,,Mercadoria para Revenda,30049069,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896422506625,Produto,PANTOPRAZOL 40 MG 28 COMPRIMIDOS MEDLEY GENÃ‰RICO,"7,44","16,8",0,0,Unidade,Sim,,,Não,0,0,MEDLEY,,,,,Mercadoria para Revenda,30049099,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896015521622,Produto,SAL DE FRUTA ENO ABACAXI 100GR,"14,74","19,64",0,0,Unidade,Sim,,,Não,0,0,GLAXO,,,,,Mercadoria para Revenda,30049029,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7898911246708,Produto,BALAS DE GENGIBRE E PROPOLIS ZERO ACUCAR APIARIO P,"3,67","5,5",0,0,Unidade,Sim,,,Não,0,0,ARTE NATIVA,,,,,Mercadoria para Revenda,17049090,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7891317412548,Produto,"TROK 20 MG/G + 0,5 MG/G POMADA EUROFARMA SIMILAR","11,33","13,9",0,0,Unidade,Sim,,,Não,0,0,EUROFARMA,,,,,Mercadoria para Revenda,30049077,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7891317412555,Produto,"TROK-N 20 MG/G + 0,5 MG/G + 2,5 MG/G POMADA EUROFARMA SIMILAR","15,6","20,98",0,0,Unidade,Sim,,,Não,0,0,EUROFARMA,,,,,Mercadoria para Revenda,30049077,,NACIONAL,1300100,,,,,,0,"20,98",0,0,0,0,,,,
7897595901514,Produto,CEWIN 500 MG 10 COMPRIMIDOS SANOFI-AVENTIS SIMILAR,"9,23","12,3",0,0,Unidade,Sim,,,Não,0,0,SANOFI,,,,,Mercadoria para Revenda,30045090,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896472503261,Produto,BUPROVIL 50 MG/ML MULTILAB SIMILAR,"2,68","6,5",0,0,Unidade,Sim,,,Não,0,0,MULTILAB,,,,,Mercadoria para Revenda,30049099,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896714203768,Produto,FLAVONID 450 MG + 50 MG 30 COMPRIMIDOS NEO QUÃMICA SIMILAR,"19,63","35,5",0,0,Unidade,Sim,,,Não,0,0,NEO QUIMICA,,,,,Mercadoria para Revenda,30049099,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7895858015664,Produto,leite de magnesia 120ml phillips hortelâ,"9,4","10,86",0,0,Unidade,Sim,,,Não,0,0,APSEN,,,,,Mercadoria para Revenda,30049099,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7891106006279,Produto,REDOXON - SABOR LARANJA 1000 MG 10 COMPRIMIDOS BAYER SIMILAR,"12,31","16,4",0,0,Unidade,Sim,,,Não,0,0,BAYER,,,,,Mercadoria para Revenda,30045090,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896227800171,Produto,"SALONSIP 10 MG + 3 MG + 10 MG + 12,5 MG 3 EMPLASTROS HISAMITSU SIMILAR","8,97","12,55",0,0,Unidade,Sim,,,Não,0,0,INOVATEX,,,,,Mercadoria para Revenda,30051090,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7891010601171,Produto,SHAMPOO JOHNSONS BABY GOTAS DE BRILHO,"12,28","17,19",0,0,Unidade,Sim,,,Não,0,0,JOHNSON,,,,,Mercadoria para Revenda,33051000,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
005808257553,Produto,DESODORANTE NIVEA MEN 50ML,"6,46","9,69",0,0,Unidade,Não,,,Não,0,0,JOHNSON,,,,,Mercadoria para Revenda,33072010,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7899095200135,Produto,FELDANAX 20 MG 15 CÃPSULAS GEOLAB SIMILAR,"2,68","6,8",0,0,Unidade,Sim,,,Não,0,0,GEOLAB,,,,,Mercadoria para Revenda,30049099,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7891104193353,Produto,HUMECTOL D 5 MG + 60 MG 20 COMPRIMIDOS HYPERMARCAS,"13,83","18,45",0,0,Unidade,Sim,,,Não,0,0,BRAINFARMA,,,,,Mercadoria para Revenda,30049099,,NACIONAL,1300100,,,,,,0,"18,45",0,0,0,0,,,,
7896112127680,Produto,"DEXCLORFEN MAL 0,4MG/ML SOL OR AL PET TEUTO","2,69","7,5",0,0,Unidade,Sim,,,Não,0,0,TEUTO,,,,,Mercadoria para Revenda,30049069,,NACIONAL,1300100,,,,,"DEXCLORFEN MAL 0,4MG/ML SOL OR AL PET TEUTO",0,0,0,0,0,0,,,,
7896004708980,Produto,SIMETICONA 40 MG 20 COMPRIMIDOS GERMED PHARMA GENÃ‰RICO,"1,94","5,5",0,0,Unidade,Sim,,,Não,0,0,GERMED,,,,,Mercadoria para Revenda,30049099,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896112199335,Produto,LEXIN 500MG CX 8 COMP,"3,13","11,9",0,0,Unidade,Sim,,,Não,0,0,,,,,,Mercadoria para Revenda,30039033,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7898148294381,Produto,METRONIDAZOL 250 MG 20 COMPRIMIDOS PRATI-DONADUZZI GENÃ‰RICO,"3,61",7,0,0,Unidade,Sim,,,Não,0,0,PRATI,,,,,Mercadoria para Revenda,30049066,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7895296096034,Produto,ROSUVASTATINA CÃLCICA 10 MG 30 COMPRIMIDOS NOVAQUÃMICA GENÃ‰RICO,"10,3",31,0,0,Unidade,Sim,,,Não,0,0,NOVAQUÍMICA,,,,,Mercadoria para Revenda,30049099,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7898060134154,Produto,OMEPRAZOL 20 MG CPS 56 GLOBO,"4,1","10,8",0,0,Unidade,Sim,,,Não,0,0,GLOBO,,,,,Mercadoria para Revenda,30039079,,NACIONAL,1300100,,,,,,0,"10,8",0,0,0,0,,,,
7896004715087,Produto,DICLOFENACO SÃ“DICO 10 MG/G GEL EMS GENÃ‰RICO,"4,1","9,8",0,0,Unidade,Sim,,,Não,0,0,EMS,,,,,Mercadoria para Revenda,30049037,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896206404291,Produto,VIMOVO 20 MG + 500 MG 20 COMPRIMIDOS ASTRAZENECA SIMILAR,"25,48","35,3",0,0,Unidade,Sim,,,Não,0,0,ASTRAZENECA,,,,,Mercadoria para Revenda,30049049,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7897337702386,Produto,MODURETIC 5 MG + 50 MG 30 COMPRIMIDOS SUPERA,"15,96",22,0,0,Unidade,Sim,,,Não,0,0,SUPERA,,,,,Mercadoria para Revenda,30049079,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7899547528442,Produto,levofloxacino 500mg c/7 cpr prati,"10,59","28,7",0,0,Unidade,Sim,,,Não,0,0,PRATI,,,,,Mercadoria para Revenda,30049099,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896472503537,Produto,LOZEPREL 20 MG C/7 CPR,"0,59",2,0,0,Unidade,Sim,,,Não,0,0,MULTILAB,,,,,Mercadoria para Revenda,30049079,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7898277713319,Produto,SULFATO FERROSO SOLUÇAO 100ML,"3,54","8,9",0,0,Unidade,Sim,,,Não,0,0,ARTE NATIVA,,,,,Mercadoria para Revenda,30049079,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
78982493028,Produto,SERINGA 3ML,"0,3",1,0,0,Unidade,Sim,,,Não,0,0,JANSSEN,,,,,Mercadoria para Revenda,90183111,,NACIONAL,1300101,,,,,,0,0,0,0,0,0,,,,
7896112102663,Produto,METRONIDAZOL 400MG C/24 CPR TEUTO,"5,79","13,5",0,0,Unidade,Sim,,,Não,0,0,TEUTO,,,,,Mercadoria para Revenda,30049066,,NACIONAL,1300101,,,,,,0,0,0,0,0,0,,,,
7898049793761,Produto,FLUCONID 150MG BL 2 CAP GEL,"2,07","4,5",0,0,Unidade,Sim,,,Não,0,0,VITAMEDIC,,,,,Mercadoria para Revenda,30049099,,NACIONAL,,,,,,,0,0,0,0,0,0,,,,
123654789456,Produto,OMENAX 20MG C/56 CPR,"7,35","14,8",0,0,Unidade,Sim,,,Sim,0,-2,GEOLAB,,,,,Mercadoria para Revenda,30049069,,NACIONAL,1300100,,,,,,0,"14,8",0,0,0,0,,,,
7898961206509,Produto,RZ FLACONETE,"0,3",1,0,0,Unidade,Sim,,,Não,0,0,NATULAB,,,,,Mercadoria para Revenda,21069030,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7899706159333,Produto,CERAVE LOÇAO 200ML,"67,3","63,65",0,0,Unidade,Sim,,,Não,0,0,MANTECORP FARMASA,,,,,Mercadoria para Revenda,34013000,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896004711485,Produto,"MAL DEXCLORFENIRAMINA + BETAMETASONA 0,25 MG + 2 MG 20 COMPRIMIDOS EMS GENÃ‰RICO","3,53","9,9",0,0,Unidade,Sim,,,Não,0,0,EMS,,,,,Mercadoria para Revenda,30049099,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
7896001303126,Produto,FIBERMAIS,"27,85",39,0,0,Unidade,Sim,,,Não,0,0,NATUSMINAS,,,,,Mercadoria para Revenda,21069030,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
96325874125,Produto,POSTEC POMADA 20G,"109,23","145,3",0,0,Unidade,Sim,,,Não,0,0,NOVARTIS,,,,,Mercadoria para Revenda,30049099,,NACIONAL,1300100,,,,,,0,"145,3",0,0,0,0,,,,
7896658010286,Produto,CARNABOL SUSPENSÃƒO ORAL ACHÃ‰ SIMILAR,"12,31","13,9",0,0,Unidade,Sim,,,Não,0,0,ACHE,,,,,Mercadoria para Revenda,30045090,,NACIONAL,1300100,,,,,,0,0,0,0,0,0,,,,
